期号,开奖日期,第1位结果,第2位结果,第3位结果,跨度,和值,杀码公式,杀码,杀码正确,杀码情况,形态,形态预测,形态预测正确,形态情况,十位,个位,和,独胆,独胆正确,独胆情况,直选中奖注数,直选中奖奖金,组3中奖注数,组3中奖奖金,组六中奖注数,组六中奖金额,总销售额,开奖公告
8145,2008-5-31,0,2,4,4,6,10131,0,FALSE,,组六,组六,TRUE,,3,1,4,4,TRUE,,"25,180","1,000",0,---,"35,194",160,--,
8144,2008-5-30,1,8,6,7,15,47091,7,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"7,409","1,000",0,---,"13,278",160,--,
8143,2008-5-29,8,5,8,3,21,36861,6,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"7,667","1,000","8,208",320,0,---,--,
8142,2008-5-28,6,7,2,5,15,28281,8,TRUE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"15,077","1,000",0,---,"32,973",160,--,
8141,2008-5-27,5,1,6,5,12,22671,2,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"19,899","1,000",0,---,"47,380",160,--,
8140,2008-5-26,4,1,4,3,9,41646,1,FALSE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"27,059","1,000","29,288",320,0,---,--,
8139,2008-5-25,7,5,9,4,21,46156,6,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"19,879","1,000",0,---,"39,078",160,--,
8138,2008-5-24,8,4,1,7,13,3311,3,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"4,612","1,000",0,---,"15,919",160,--,
8137,2008-5-23,0,6,2,6,8,25586,5,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"5,150","1,000",0,---,"14,948",160,--,
8136,2008-5-22,4,6,7,3,17,52921,2,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"10,541","1,000",0,---,"20,298",160,--,
8135,2008-5-21,9,6,4,5,19,29711,9,FALSE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"12,845","1,000",0,---,"22,886",160,--,
8134,2008-5-20,5,4,2,3,11,15631,5,FALSE,,组六,组六,TRUE,,3,1,4,4,TRUE,,"7,683","1,000",0,---,"5,381",160,--,
8133,2008-5-19,2,8,6,6,16,13871,3,TRUE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"3,601","1,000",0,---,"14,965",160,--,
8132,2008-5-18,2,5,4,3,11,35266,5,FALSE,,组六,组六,TRUE,,6,6,12,2,TRUE,,"15,020","1,000",0,---,"34,735",160,--,
8131,2008-5-17,6,4,3,3,13,44341,4,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"30,199","1,000",0,---,"62,326",160,--,
8130,2008-5-16,8,0,8,8,16,47201,7,TRUE,,组三,组六,FALSE,,0,1,1,1,FALSE,,"4,025","1,000","5,678",320,0,---,--,
8129,2008-5-15,8,6,0,8,14,27126,7,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"8,502","1,000",0,---,"23,653",160,--,
8128,2008-5-14,4,9,5,5,18,47256,7,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"8,901","1,000",0,---,"20,379",160,--,
8127,2008-5-13,8,6,1,7,15,16071,6,FALSE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"23,358","1,000",0,---,"42,178",160,--,
8126,2008-5-12,2,9,4,7,15,15741,5,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"6,972","1,000",0,---,"25,652",160,--,
8125,2008-5-11,2,8,8,6,18,5896,8,FALSE,,组三,组六,FALSE,,9,6,15,5,FALSE,,"16,741","1,000","14,038",320,0,---,--,
8124,2008-5-10,1,0,9,9,10,45771,5,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"13,033","1,000",0,---,"16,924",160,--,
8123,2008-5-9,8,3,4,5,15,17116,7,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"13,020","1,000",0,---,"29,736",160,--,
8122,2008-5-8,3,1,3,2,7,6391,3,FALSE,,组三,组六,FALSE,,9,1,10,0,FALSE,,"5,536","1,000","6,316",320,0,---,--,
8121,2008-5-7,1,1,8,7,10,41371,1,FALSE,,组三,组六,FALSE,,7,1,8,8,TRUE,,"6,985","1,000","7,287",320,0,---,--,
8120,2008-5-6,7,5,4,3,16,47971,7,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"9,919","1,000",0,---,"25,349",160,--,
8119,2008-5-5,8,7,4,4,19,9636,6,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"10,109","1,000",0,---,"24,512",160,--,
8118,2008-5-4,1,7,7,6,15,54846,4,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"8,566","1,000","10,800",320,0,---,--,
8117,2008-5-3,9,9,9,0,27,38126,8,TRUE,,豹子,组六,FALSE,,2,6,8,8,FALSE,,"90,084",301,0,---,0,---,--,
8116,2008-5-2,6,9,5,4,20,48741,8,TRUE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"9,349","1,000",0,---,"27,849",160,--,
8115,2008-5-1,8,8,8,0,24,13431,3,TRUE,,豹子,组六,FALSE,,3,1,4,4,FALSE,,"30,858","1,000",0,---,0,---,--,
8114,2008-4-30,2,4,6,4,12,6061,0,TRUE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"13,448","1,000",0,---,"28,013",160,--,
8113,2008-4-29,1,1,2,1,4,26081,6,TRUE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"4,179","1,000","5,613",320,0,---,--,
8112,2008-4-28,4,7,6,3,17,48906,8,TRUE,,组六,组六,TRUE,,0,6,6,6,TRUE,,"33,640","1,000",0,---,"104,189",160,--,
8111,2008-4-27,8,9,1,8,18,21516,1,FALSE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"9,133","1,000",0,---,"26,330",160,--,
8110,2008-4-26,3,9,3,6,15,28391,8,TRUE,,组三,组六,FALSE,,9,1,10,0,FALSE,,"8,818","1,000","16,120",320,0,---,--,
8109,2008-4-25,5,1,8,7,14,30811,0,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"30,822","1,000",0,---,"56,254",160,--,
8108,2008-4-24,5,6,2,4,13,19151,9,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"12,489","1,000",0,---,"31,006",160,--,
8107,2008-4-23,3,5,0,5,8,4851,8,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"9,158","1,000",0,---,"28,099",160,--,
8106,2008-4-22,0,9,0,9,9,28776,8,TRUE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"5,360","1,000","5,476",320,0,---,--,
8105,2008-4-21,5,2,5,3,12,6226,2,FALSE,,组三,组六,FALSE,,2,6,8,8,FALSE,,"6,155","1,000","6,950",320,0,---,--,
8104,2008-4-20,1,1,5,4,7,14311,4,TRUE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"4,050","1,000","1,948",320,0,---,--,
8103,2008-4-19,2,6,2,4,10,28006,8,TRUE,,组三,组六,FALSE,,0,6,6,6,TRUE,,"4,817","1,000","6,271",320,0,---,--,
8102,2008-4-18,5,1,1,4,7,12881,2,TRUE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"13,196","1,000","5,728",320,0,---,--,
8101,2008-4-17,2,3,6,4,11,41536,1,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"25,042","1,000",0,---,"43,212",160,--,
8100,2008-4-16,7,5,7,2,19,52261,2,TRUE,,组三,组六,FALSE,,6,1,7,7,TRUE,,"8,060","1,000","18,936",320,0,---,--,
8099,2008-4-15,9,5,2,7,16,31086,1,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"5,575","1,000",0,---,"18,469",160,--,
8098,2008-4-14,5,6,7,2,18,50556,0,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"17,693","1,000",0,---,"39,241",160,--,
8097,2008-4-13,9,2,1,8,12,25751,5,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"9,358","1,000",0,---,"25,407",160,--,
8096,2008-4-12,4,7,0,7,11,3366,3,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"19,593","1,000",0,---,"44,014",160,--,
8095,2008-4-11,0,6,3,6,9,32846,2,TRUE,,组六,组六,TRUE,,4,6,10,0,TRUE,,"5,654","1,000",0,---,"16,437",160,--,
8094,2008-4-10,5,9,9,4,23,37741,7,TRUE,,组三,组六,FALSE,,4,1,5,5,TRUE,,"22,715","1,000","19,691",320,0,---,--,
8093,2008-4-9,6,8,8,2,22,53966,3,TRUE,,组三,组六,FALSE,,6,6,12,2,FALSE,,"9,033","1,000","18,916",320,0,---,--,
8092,2008-4-8,9,8,3,6,20,35101,5,TRUE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"11,580","1,000",0,---,"21,075",160,--,
8091,2008-4-7,6,4,0,6,10,17391,7,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"12,476","1,000",0,---,"23,201",160,--,
8090,2008-4-6,3,1,8,7,12,2871,8,FALSE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"14,617","1,000",0,---,"37,634",160,--,
8089,2008-4-5,0,5,4,5,9,24981,4,FALSE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"5,858","1,000",0,---,"13,216",160,--,
8088,2008-4-4,4,5,6,2,15,39831,9,TRUE,,组六,组六,TRUE,,3,1,4,4,TRUE,,"10,929","1,000",0,---,"35,552",160,--,
8087,2008-4-3,7,2,6,5,15,21406,1,TRUE,,组六,组六,TRUE,,0,6,6,6,TRUE,,"24,980","1,000",0,---,"38,727",160,--,
8086,2008-4-2,3,9,1,8,13,451,5,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"5,148","1,000",0,---,"13,937",160,--,
8085,2008-4-1,0,1,0,1,1,21736,1,FALSE,,组三,组六,FALSE,,3,6,9,9,FALSE,,"51,455","1,000","14,603",320,0,---,--,
8084,2008-3-31,3,9,7,6,19,49896,9,FALSE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"13,744","1,000",0,---,"28,503",160,--,
8083,2008-3-30,9,0,9,9,18,25586,5,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"10,182","1,000","13,862",320,0,---,--,
8082,2008-3-29,4,6,7,3,17,43791,3,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"11,814","1,000",0,---,"28,046",160,--,
8081,2008-3-28,7,9,8,2,24,46816,6,TRUE,,组六,组六,TRUE,,1,6,7,7,TRUE,,"8,855","1,000",0,---,"26,445",160,--,
8080,2008-3-27,8,5,3,5,16,40436,0,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"12,131","1,000",0,---,"44,780",160,--,
8079,2008-3-26,7,3,7,4,17,33946,3,FALSE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"18,886","1,000","48,550",320,0,---,--,
8078,2008-3-25,6,1,9,8,16,36971,6,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"4,960","1,000",0,---,"13,604",160,--,
8077,2008-3-24,6,7,4,3,17,45331,5,TRUE,,组六,组六,TRUE,,3,1,4,4,TRUE,,"21,597","1,000",0,---,"35,692",160,--,
8076,2008-3-23,8,2,6,6,16,32736,2,FALSE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"19,197","1,000",0,---,"22,536",160,--,
8075,2008-3-22,5,9,7,4,21,20856,0,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"8,774","1,000",0,---,"27,018",160,--,
8074,2008-3-21,3,8,1,7,12,45221,5,TRUE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"9,926","1,000",0,---,"19,457",160,--,
8073,2008-3-20,8,2,4,6,14,27511,7,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"13,159","1,000",0,---,"16,536",160,--,
8072,2008-3-19,5,0,2,5,7,18931,8,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"6,618","1,000",0,---,"19,767",160,--,
8071,2008-3-18,3,4,6,3,13,40491,0,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"17,768","1,000",0,---,"47,236",160,--,
8070,2008-3-17,7,3,8,5,18,33341,3,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"10,031","1,000",0,---,"27,583",160,--,
8069,2008-3-16,6,0,8,8,14,29711,9,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"6,760","1,000",0,---,"27,542",160,--,
8068,2008-3-15,5,4,2,3,11,50556,0,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"9,415","1,000",0,---,"20,266",160,--,
8067,2008-3-14,9,2,1,8,12,10626,0,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"6,875","1,000",0,---,"13,299",160,--,
8066,2008-3-13,1,9,5,8,15,20031,0,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"15,462","1,000",0,---,"54,121",160,--,
8065,2008-3-12,3,6,6,3,15,35541,5,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"9,026","1,000","12,423",320,0,---,--,
8064,2008-3-11,6,4,8,4,18,45551,5,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"5,890","1,000",0,---,"12,708",160,--,
8063,2008-3-10,8,3,0,8,11,22616,2,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"7,813","1,000",0,---,"17,551",160,--,
8062,2008-3-9,4,1,3,3,8,23991,3,FALSE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"2,956","1,000",0,---,"9,536",160,--,
8061,2008-3-8,4,3,8,5,15,34881,4,FALSE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"9,734","1,000",0,---,"33,048",160,--,
8060,2008-3-7,6,3,6,3,15,25036,5,TRUE,,组三,组六,FALSE,,3,6,9,9,FALSE,,"15,002","1,000","13,204",320,0,---,--,
8059,2008-3-6,4,5,7,3,16,37136,7,FALSE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"10,337","1,000",0,---,"37,975",160,--,
8058,2008-3-5,6,7,7,1,20,17501,7,FALSE,,组三,组六,FALSE,,0,1,1,1,FALSE,,"7,594","1,000","7,628",320,0,---,--,
8057,2008-3-4,3,2,0,3,5,36806,6,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"7,495","1,000",0,---,"16,333",160,--,
8056,2008-3-3,6,7,1,6,14,21901,1,FALSE,,组六,组六,TRUE,,0,1,1,1,TRUE,,"7,456","1,000",0,---,"28,260",160,--,
8055,2008-3-2,4,0,0,4,4,51161,1,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"4,628","1,000","6,632",320,0,---,--,
8054,2008-3-1,9,3,2,7,14,27786,7,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"2,614","1,000",0,---,"5,883",160,--,
8053,2008-2-29,5,0,7,7,12,15301,5,FALSE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"10,320","1,000",0,---,"22,557",160,--,
8052,2008-2-28,2,8,0,8,10,13046,3,TRUE,,组六,组六,TRUE,,4,6,10,0,TRUE,,"6,137","1,000",0,---,"13,442",160,--,
8051,2008-2-27,2,3,9,7,14,18161,8,TRUE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"13,112","1,000",0,---,"24,903",160,--,
8050,2008-2-26,3,3,2,1,8,28666,8,TRUE,,组三,组六,FALSE,,6,6,12,2,TRUE,,"7,747","1,000","5,944",320,0,---,--,
8049,2008-2-25,5,2,3,3,10,44176,4,TRUE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"8,078","1,000",0,---,"20,675",160,--,
8048,2008-2-24,8,0,5,8,13,12386,2,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"1,801","1,000",0,---,"5,948",160,--,
8047,2008-2-23,2,2,7,5,11,44176,4,TRUE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"6,273","1,000","8,944",320,0,---,--,
8046,2008-2-22,8,0,5,8,13,36531,6,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"7,595","1,000",0,---,"18,155",160,--,
8045,2008-2-21,6,6,6,0,18,6556,5,TRUE,,豹子,组六,FALSE,,5,6,11,1,FALSE,,"19,117","1,000",0,---,0,---,--,
8044,2008-2-20,1,2,1,1,4,6006,0,TRUE,,组三,组六,FALSE,,0,6,6,6,FALSE,,"5,596","1,000","7,064",320,0,---,--,
8043,2008-2-19,1,1,1,0,3,33561,3,TRUE,,豹子,组六,FALSE,,6,1,7,7,FALSE,,"30,511","1,000",0,---,0,---,--,
8042,2008-2-18,6,1,2,5,9,36256,6,FALSE,,组六,组六,TRUE,,5,6,11,1,TRUE,,"4,320","1,000",0,---,"15,786",160,--,
8041,2008-2-17,6,6,1,5,13,44121,4,TRUE,,组三,组六,FALSE,,2,1,3,3,FALSE,,"13,461","1,000","34,844",320,0,---,--,
8040,2008-2-16,8,0,4,8,12,25091,5,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"10,423","1,000",0,---,"12,730",160,--,
8039,2008-2-15,4,5,8,4,17,35816,5,FALSE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"7,396","1,000",0,---,"16,571",160,--,
8038,2008-2-14,6,5,3,3,14,44231,4,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"5,803","1,000",0,---,"13,907",160,--,
8037,2008-2-13,8,0,6,8,14,29656,9,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"5,607","1,000",0,---,"14,602",160,--,
8036,2008-2-5,5,4,1,4,10,50116,0,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"22,533","1,000",0,---,"20,765",160,--,
8035,2008-2-4,9,1,3,8,13,45826,5,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"8,653","1,000",0,---,"18,403",160,--,
8034,2008-2-3,8,3,5,5,16,28501,8,FALSE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"8,972","1,000",0,---,"29,057",160,--,
8033,2008-2-2,5,2,0,5,7,45386,5,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"6,785","1,000",0,---,"15,587",160,--,
8032,2008-2-1,8,2,7,6,17,29326,9,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"12,445","1,000",0,---,"41,582",160,--,
8031,2008-1-31,5,3,5,2,13,17171,7,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"23,108","1,000","19,726",320,0,---,--,
8030,2008-1-30,3,1,4,3,8,17501,7,TRUE,,组六,组六,TRUE,,0,1,1,1,TRUE,,"4,556","1,000",0,---,"20,401",160,--,
8029,2008-1-29,3,2,0,3,5,54351,4,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"2,946","1,000",0,---,"7,283",160,--,
8028,2008-1-28,9,9,0,9,18,1331,3,TRUE,,组三,组六,FALSE,,3,1,4,4,FALSE,,"25,456","1,000","17,377",320,0,---,--,
8027,2008-1-27,0,2,6,6,8,44231,4,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"2,513","1,000",0,---,"5,469",160,--,
8026,2008-1-26,8,0,6,8,14,34551,4,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"6,941","1,000",0,---,"10,856",160,--,
8025,2008-1-25,6,3,0,6,9,561,6,FALSE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"10,854","1,000",0,---,"14,611",160,--,
8024,2008-1-24,0,1,2,2,3,4741,7,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"5,724","1,000",0,---,"15,793",160,--,
8023,2008-1-23,0,8,8,8,16,35871,5,TRUE,,组三,组六,FALSE,,7,1,8,8,TRUE,,"7,201","1,000","9,579",320,0,---,--,
8022,2008-1-22,6,5,4,2,15,6446,4,FALSE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"11,851","1,000",0,---,"30,064",160,--,
8021,2008-1-21,1,1,9,8,11,43131,3,TRUE,,组三,组六,FALSE,,3,1,4,4,FALSE,,"5,319","1,000","8,678",320,0,---,--,
8020,2008-1-20,7,8,6,2,21,35596,5,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"12,296","1,000",0,---,"30,012",160,--,
8019,2008-1-19,6,4,9,5,19,8426,4,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"19,783","1,000",0,---,"44,498",160,--,
8018,2008-1-18,1,5,5,4,11,3476,4,TRUE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"9,198","1,000","16,217",320,0,---,--,
8017,2008-1-17,0,6,5,6,11,43296,3,TRUE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"4,796","1,000",0,---,"16,121",160,--,
8016,2008-1-16,7,8,9,2,24,26026,6,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"18,232","1,000",0,---,"34,796",160,--,
8015,2008-1-15,4,7,5,3,16,8866,8,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"57,606","1,000",0,---,"103,649",160,--,
8014,2008-1-14,1,6,3,5,10,121,2,TRUE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"16,277","1,000",0,---,"22,631",160,--,
8013,2008-1-13,0,0,4,4,4,34551,4,FALSE,,组三,组六,FALSE,,5,1,6,6,FALSE,,"4,467","1,000","17,319",320,0,---,--,
8012,2008-1-12,6,3,0,6,9,27731,7,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"4,886","1,000",0,---,"9,843",160,--,
8011,2008-1-11,5,0,6,6,11,15521,5,FALSE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"6,845","1,000",0,---,"9,920",160,--,
8010,2008-1-10,2,8,4,6,14,4356,3,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"10,405","1,000",0,---,"16,564",160,--,
8009,2008-1-9,0,8,1,8,9,44066,4,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"6,926","1,000",0,---,"7,715",160,--,
8008,2008-1-8,8,0,3,8,11,4796,7,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"6,513","1,000",0,---,"10,810",160,--,
8007,2008-1-7,0,8,9,9,17,15411,5,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"9,939","1,000",0,---,"21,119",160,--,
8006,2008-1-6,2,8,2,6,12,17171,7,TRUE,,组三,组六,FALSE,,7,1,8,8,TRUE,,"8,213","1,000","11,091",320,0,---,--,
8005,2008-1-5,3,1,4,3,8,19646,9,TRUE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"5,432","1,000",0,---,"22,507",160,--,
8004,2008-1-4,3,5,9,6,17,45991,5,FALSE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"13,719","1,000",0,---,"34,901",160,--,
8003,2008-1-3,8,3,8,5,19,47751,7,TRUE,,组三,组六,FALSE,,5,1,6,6,FALSE,,"15,301","1,000","31,008",320,0,---,--,
8002,2008-1-2,8,7,0,8,15,36146,6,TRUE,,组六,组六,TRUE,,4,6,10,0,TRUE,,"9,980","1,000",0,---,"23,707",160,--,
8001,2008-1-1,6,5,9,4,20,17336,7,TRUE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"9,406","1,000",0,---,"21,618",160,--,
7357,2007-12-31,3,1,7,6,11,11726,1,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"5,699","1,000",0,---,"27,099",160,--,
7356,2007-12-30,2,1,5,4,8,34771,4,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"13,120","1,000",0,---,"18,646",160,--,
7355,2007-12-29,6,3,4,3,13,3476,4,FALSE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"16,592","1,000",0,---,"33,836",160,--,
7354,2007-12-28,0,6,5,6,11,176,7,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"3,526","1,000",0,---,"17,831",160,--,
7353,2007-12-27,0,0,5,5,5,7986,9,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"6,304","1,000","10,531",320,0,---,--,
7352,2007-12-26,1,4,7,6,12,1441,4,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"9,887","1,000",0,---,"26,892",160,--,
7351,2007-12-25,0,2,8,8,10,8921,9,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"9,507","1,000",0,---,"36,823",160,--,
7350,2007-12-24,1,6,4,5,11,26136,6,FALSE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"14,143","1,000",0,---,"23,125",160,--,
7349,2007-12-23,4,7,7,3,18,22891,2,TRUE,,组三,组六,FALSE,,9,1,10,0,FALSE,,"7,786","1,000","13,253",320,0,---,--,
7348,2007-12-22,4,1,8,7,13,16951,6,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"14,787","1,000",0,---,"46,889",160,--,
7347,2007-12-21,3,1,0,3,4,4301,3,FALSE,,组六,组六,TRUE,,0,1,1,1,TRUE,,"11,745","1,000",0,---,"32,001",160,--,
7346,2007-12-20,0,8,0,8,8,32681,2,TRUE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"5,275","1,000","9,589",320,0,---,--,
7345,2007-12-19,5,9,6,4,20,41536,1,TRUE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"14,863","1,000",0,---,"44,579",160,--,
7344,2007-12-18,7,5,7,2,19,26961,6,TRUE,,组三,组六,FALSE,,6,1,7,7,TRUE,,"56,834","1,000","63,458",320,0,---,--,
7343,2007-12-17,4,9,2,7,15,3641,6,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"11,867","1,000",0,---,"35,379",160,--,
7342,2007-12-16,0,6,8,8,14,1661,6,FALSE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"4,612","1,000",0,---,"15,121",160,--,
7341,2007-12-15,0,3,2,3,5,22781,2,FALSE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"8,472","1,000",0,---,"24,633",160,--,
7340,2007-12-14,4,1,6,5,11,2541,5,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"35,411","1,000",0,---,"63,147",160,--,
7339,2007-12-13,0,4,8,8,12,32076,2,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"7,823","1,000",0,---,"25,367",160,--,
7338,2007-12-12,5,8,5,3,18,15081,5,FALSE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"7,836","1,000","12,360",320,0,---,--,
7337,2007-12-11,2,7,6,5,15,42471,2,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"11,119","1,000",0,---,"29,568",160,--,
7336,2007-12-10,7,7,4,3,18,28666,8,TRUE,,组三,组六,FALSE,,6,6,12,2,FALSE,,"3,964","1,000","10,025",320,0,---,--,
7335,2007-12-9,5,2,3,3,10,42416,2,FALSE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"6,697","1,000",0,---,"48,347",160,--,
7334,2007-12-8,7,7,3,4,17,50171,0,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"7,438","1,000","11,843",320,0,---,--,
7333,2007-12-7,9,1,4,8,14,36421,6,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"10,521","1,000",0,---,"41,983",160,--,
7332,2007-12-6,6,6,4,2,16,8316,3,TRUE,,组三,组六,FALSE,,1,6,7,7,FALSE,,"22,593","1,000","43,992",320,0,---,--,
7331,2007-12-5,1,5,3,4,9,726,2,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"8,871","1,000",0,---,"19,469",160,--,
7330,2007-12-4,0,1,5,5,6,14916,4,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"5,751","1,000",0,---,"11,834",160,--,
